accession,ENSEBL,K198R_S,K198R_M,R47G,D156E,pval_K198Rs,pval_K198Rm,pval_R47G,pval_D156E
Q5T7C4,ENSG00000189403,0.504515684,-0.040389328,0.31547969,0.591625585,0.021469622,0.866689358,0.323481236,0.054852202
Q8IYD1,ENSG00000189369,-0.161510821,0.022103213,-0.091328753,-0.128968736,0.421653643,0.903179017,0.737812515,0.608392012
B5MCN5,ENSG00000189350,-2.358903461,-0.348659046,0.047417403,-0.086058415,0.000421077,0.092896324,0.967683566,0.374235974
A0A1B0GWK2,ENSG00000189337,0.138400533,0.405534895,0.301242269,0.047011617,0.475592177,0.074621059,0.440633679,0.906397394
Q5MJ08,ENSG00000189326,-3.075975407,-2.097863948,-0.523497007,-1.355675283,0.145207441,0.302599102,0.622084124,0.339379542
Q9Y3A4,ENSG00000189306,1.059305739,-0.013354062,0.228922503,0.427160413,0.000204563,0.983895273,0.238407421,0.054852202
Q9H0U9,ENSG00000189241,0.917923099,-0.480332744,0.145796363,0.234904385,0.000160129,0.028472956,0.464586887,0.081821693
Q9HCL0,ENSG00000189184,-3.59455399,-0.489095262,-0.107984209,-0.371452905,0.000288604,0.023092133,0.288919315,0.054852202
Q99584,ENSG00000189171,-1.574207982,0.685468245,0.526487325,-0.606679975,0.000173706,0.001868246,0.013010291,0.020918063
Q9UK76,ENSG00000189159,1.920700478,0.541887109,0.401102611,0.478769889,5.17E-05,0.058797904,0.134336184,0.198400922
Q15393,ENSG00000189091,0.623560187,-0.013471343,0.224265381,0.23016029,0.000959293,0.949290814,0.098429143,0.085686523
B3EWG6,ENSG00000189090,-0.424956469,0.037085281,0.079785048,-0.143685746,0.002893892,0.719733349,0.433200628,0.250300545
F8WCU9,ENSG00000189079,1.10959403,-0.207559216,0.078613122,0.441828332,0.001145408,0.771591029,0.782132176,0.119965929
Q9BXJ8,ENSG00000189077,-1.550503872,-0.33565763,-0.633790851,-0.396710327,0.000379117,0.056320483,0.023256906,0.055275176
Q99732,ENSG00000189067,-0.415706717,0.317718918,-0.17109032,-1.102583507,0.038371088,0.141173281,0.402019581,0.033796787
P07305,ENSG00000189060,-0.515421145,0.525275485,0.189286015,-0.068092373,0.002215868,0.00338977,0.286165248,0.317139867
O00483,ENSG00000189043,2.768721788,0.791631422,-0.185814787,0.274536825,0.003001482,0.006556343,0.65358284,0.122961661
E9PMS5,ENSG00000188997,-1.743589299,-0.172530865,-0.08549864,-0.189915002,0.00023742,0.043273185,0.22098396,0.077488914
A0A5H1ZRP4,ENSG00000188986,1.168386736,-0.191043329,0.008601756,0.350000626,4.61E-05,0.269157464,0.534945151,0.030566747
Q9Y3T9,ENSG00000188976,0.66654986,-0.154705225,-0.106730544,0.263986482,7.12E-05,0.127586254,0.323295688,0.033796787
Q5VWC8,ENSG00000188921,-2.334300963,0.099266843,-0.347906414,-0.436954562,0.000113454,0.297352648,0.040918459,0.054496607
P50914,ENSG00000188846,-0.378393185,0.135908292,0.214246583,0.19016894,0.007134494,0.140288757,0.065841315,0.229642797
Q5JS37,ENSG00000188811,0.365040454,-0.298908933,-0.205947209,-0.62437512,0.017309443,0.04095325,0.090049281,0.166523018
Q5SNT2,ENSG00000188807,0.356123319,0.105640232,0.062504412,0.636496154,0.446440096,0.787289551,0.869891787,0.192655134
P42696,ENSG00000188739,1.088105746,0.041410059,0.010655363,0.445461337,0.000204563,0.61449716,0.785150513,0.031934662
H0YG77,ENSG00000188735,0.007794714,0.163380393,-0.208574667,-0.056827728,0.837357378,0.700166872,0.335818634,0.706271717
Q7Z3B0,ENSG00000188725,-1.954191808,1.063457476,0.750794696,0.060204767,0.01181309,0.018252012,0.175913351,0.945364697
Q9HBI1,ENSG00000188677,-1.39850273,-0.514939595,0.441638004,-0.226623818,0.001030985,0.055361267,0.028958886,0.231008605
X6R9N0,ENSG00000188647,-1.004570611,0.022046753,0.168579562,-0.12732884,7.79E-06,0.841966941,0.124124666,0.034891178
Q96FQ6,ENSG00000188643,-2.996542233,1.905634827,2.064856404,0.113606721,0.020906161,0.002350519,0.078460522,0.952912753
Q9UHB4,ENSG00000188566,-1.26726165,-1.258298188,0.150983305,-0.397588644,0.001138021,0.010371504,0.129736195,0.169236522
Q6ZUT6,ENSG00000188549,-2.631734354,-0.214821572,-0.197230399,-0.344699527,0.000765603,0.186166321,0.201535585,0.103816107
P69905,ENSG00000188536,-1.541591183,0.565498215,-0.145207546,-0.476295605,0.027024346,0.244937606,0.559210003,0.231285238
O75494,ENSG00000188529,0.081662748,-0.12581546,0.185635002,0.265946177,0.434880955,0.785169612,0.301865729,0.158971459
A6ND36,ENSG00000188522,-0.566266206,-1.3314089,0.376918785,0.203740706,0.148612512,0.060563036,0.148326141,0.297560578
P16104,ENSG00000188486,1.387542857,0.227026708,0.250642133,0.551429167,0.000223213,0.257330622,0.248796983,0.064167696
P24386,ENSG00000188419,-0.146775682,-0.137355627,-0.418589685,-0.366316349,0.039913929,0.131574678,0.041302819,0.026649179
Q5VW36,ENSG00000188352,-0.327538789,0.248605515,0.423883137,0.021126538,0.003150297,0.043862125,0.009770766,0.936138563
P13984,ENSG00000188342,0.32126132,-0.233670363,-0.014491266,0.365236887,0.018096375,0.366110358,0.792778225,0.05746936
P68371,ENSG00000188229,-0.315053012,-0.003992997,-0.073078621,-0.24208174,0.000490515,0.688201775,0.15447913,0.011366893
Q8IWE4,ENSG00000188215,-1.961561763,0.209247705,-0.053654412,-0.281246083,0.004418948,0.503084786,0.684991794,0.223615276
Q6ZT21,ENSG00000188167,-1.10711532,0.455428153,0.567055803,0.141789629,0.002770722,0.067030718,0.07077534,0.709011007
O00468,ENSG00000188157,0.58548141,0.493056546,0.139718922,-0.634488553,0.204761088,0.153509255,0.904258324,0.080989586
B5MDL5,ENSG00000188130,1.267163748,0.555587253,0.48663079,-0.147629497,0.002287504,0.027790418,0.040037084,0.541978609
P0CG08,ENSG00000188092,-0.635425197,-0.025227152,0.113096678,0.018118243,0.000111283,0.420018116,0.100091264,0.956383045
Q5EBL4,ENSG00000188026,-1.385566209,0.10253534,-0.2304046,-0.286183891,0.000625219,0.585234892,0.126309139,0.084769948
Q9UHD9,ENSG00000188021,0.233838728,0.191646607,0.18842548,-0.202872829,0.024419435,0.004149603,0.029530265,0.109128307
E9PJD7,ENSG00000187954,0.063782036,0.027355569,-0.018667324,-0.156391076,0.472373038,0.875076072,0.779401949,0.114683752
Q13541,ENSG00000187840,3.839459103,1.317863514,0.236038252,1.007415917,1.35E-06,0.003689445,0.757883249,0.261108518
Q9NRY6,ENSG00000187838,-2.009560018,-0.042531889,-0.35290256,-0.471097065,0.008969622,0.715991516,0.26820324,0.167289284
P16403,ENSG00000187837,-1.128479576,-0.987370292,0.38696369,-0.459110737,0.016355548,0.04694816,0.109764942,0.170101074
A0A1B0GVD3,ENSG00000187772,5.731893052,-0.932345762,-0.080040794,-0.448268699,0.002182763,0.309159242,0.748018395,0.360742164
O15360,ENSG00000187741,3.099172953,0.282249,0.579996963,1.050142712,0.003588611,0.420834787,0.07101942,0.030891756
Q9H9Q4,ENSG00000187736,0.806651059,0.261006647,-0.311330608,0.059620422,0.022960735,0.310746614,0.239159834,0.9138175
Q9Y5S1,ENSG00000187688,-6.034849361,-1.056310151,-0.455800053,-1.367460008,0.021326676,0.251647468,0.603405918,0.156094081
A0A0C4DFS6,ENSG00000187678,-0.722455273,-1.082664625,0.130963749,-0.178608174,0.023066164,0.032601034,0.627498476,0.550273771
Q6Y288,ENSG00000187676,-0.701277623,-0.411636857,-0.17494855,0.444075601,0.00952938,0.257340002,0.718787523,0.040220897
P05161,ENSG00000187608,-0.95275053,0.016459201,-0.014882771,-0.061006799,0.009149002,0.856407026,0.749366208,0.554644741
Q93009,ENSG00000187555,0.815894386,-0.229146241,0.003920213,0.201940468,0.00103691,0.405065132,0.745943166,0.160467148
Q96RY7,ENSG00000187535,0.123352552,0.650878024,0.023211901,-0.24090092,0.653849216,0.024621608,0.919597883,0.21468071
Q0VDF9,ENSG00000187522,0.956938483,-0.13003996,0.179531301,0.293317537,7.14E-05,0.424301217,0.145985894,0.055277876
B8ZZQ6,ENSG00000187514,2.020656885,0.501612979,0.921317359,0.518337891,0.000451538,0.198166244,0.065046375,0.30996615
P02462,ENSG00000187498,-0.258149381,-1.277095786,-0.600755916,0.861453357,0.401184281,0.10200364,0.310110462,0.092031238
Q99653,ENSG00000187446,-0.656714764,0.175710378,0.480322851,-0.013831846,0.001554386,0.075544806,0.010591241,0.791966956
A0A087WXM8,ENSG00000187244,2.308794473,0.634114669,-1.012103794,-0.810341038,9.62E-05,0.252159752,0.151346214,0.158072746
Q8NCM8,ENSG00000187240,0.443156624,0.764252631,0.207920562,-0.177633757,0.00481453,0.002418812,0.194269363,0.267808575
H0Y7W6,ENSG00000187239,0.212967339,0.371323151,-0.101526572,-0.097056033,0.07999327,0.0292741,0.26061972,0.332899571
Q86VW0,ENSG00000187231,-1.120232572,-0.472438245,-0.038741596,-0.066619383,0.000488024,0.067035649,0.700529789,0.481402964
P80297,ENSG00000187193,-1.792983604,-0.897176377,0.209282798,-0.323524298,0.047053849,0.409955165,0.121037502,0.796253905
A0MZ66,ENSG00000187164,3.038498107,0.005383975,-0.272634023,-0.606944193,0.000773375,0.81175228,0.125310939,0.022333831
H0YIV4,ENSG00000187109,-0.363532959,0.093026349,0.007941811,0.197752424,0.011465243,0.265977753,0.772172164,0.077360995
F8VV59,ENSG00000187109,-0.545942868,0.105504267,-0.283837366,0.072498935,0.051339479,0.483277859,0.381606099,0.435745783
O75356,ENSG00000187097,-0.622103959,0.064806966,-0.204652613,-0.074041095,0.002132379,0.832850453,0.092240326,0.548041634
P51178,ENSG00000187091,-3.061370895,0.01185896,-0.216775325,-1.146954854,0.004432852,0.832850453,0.367021154,0.065258734
P28347,ENSG00000187079,-0.168393887,0.051771482,0.16569014,0.328079385,0.279946015,0.545545892,0.190098441,0.058718794
Q86WX3,ENSG00000187051,1.163303572,-0.377169016,-0.280103006,0.220899676,0.002362468,0.126634557,0.29983721,0.311279356
A0A096LP22,ENSG00000187024,-0.308282414,-0.127426024,-0.105522231,0.245417458,0.045050765,0.442077858,0.515435714,0.170194134
B5MDQ0,ENSG00000186871,0.241360684,-0.427000288,0.137178596,0.240792378,0.342387398,0.424077338,0.604927156,0.350991001
Q9Y2G5,ENSG00000186866,-1.98303229,-0.083415379,-0.384657788,-0.027171353,0.001034227,0.44500324,0.075862057,0.630738671
P02533,ENSG00000186847,-3.540696013,-1.70883388,-1.215729895,-0.79755255,0.008718448,0.048370012,0.088156489,0.127600542
O94992,ENSG00000186834,0.323032873,-0.404321106,-0.087182889,0.174927516,0.067860881,0.276139829,0.96858638,0.254446304
P08779,ENSG00000186832,-2.426936243,-0.979039272,-0.769310448,-0.52560517,0.003914041,0.155615235,0.163233892,0.19642874
B7Z3R2,ENSG00000186815,-1.135270473,0.225381988,-0.233051653,-0.375230733,0.018764188,0.653198129,0.371230879,0.205670022
P11274,ENSG00000186716,1.172453669,0.150299843,0.291388282,-0.258283806,0.000118398,0.431186992,0.087383762,0.058718794
Q96JP5,ENSG00000186660,-1.39644315,-0.715482787,0.065488793,-0.43614468,0.009861726,0.051348592,0.66336095,0.139766532
O75449,ENSG00000186625,1.753732714,0.335072841,-0.106117058,0.126223329,5.75E-05,0.016837105,0.698277533,0.30242847
C9JZY6,ENSG00000186591,-0.109337766,0.24470242,0.067797634,-0.114925026,0.319672756,0.02226702,0.407987999,0.289036933
P35240,ENSG00000186575,-0.802446965,0.309197679,0.152576968,-0.165949154,4.58E-05,0.001610862,0.022332017,0.022570363
Q9UKJ3,ENSG00000186566,0.459570238,0.234214907,0.53585515,0.311722608,0.005379604,0.236788644,0.021948286,0.218597572
Q9P0V9,ENSG00000186522,-0.16434585,0.095658702,0.173170871,-0.21162592,0.528913112,0.516075687,0.309860387,0.515109164
Q8TDQ4,ENSG00000186501,-0.950370606,-0.06375328,-0.288807754,-0.10972031,0.03156177,0.982832905,0.589398091,0.848067114
A0A3B3ITS6,ENSG00000186487,-0.573835479,-0.441657271,-1.108369889,-0.541462834,0.022015419,0.347561811,0.028506045,0.089839654
P62266,ENSG00000186468,-0.448595623,0.088111788,0.434570272,0.325410264,0.003340585,0.373161143,0.041275799,0.136468378
O00629,ENSG00000186432,-0.672460375,0.180143906,0.194463845,0.340190285,0.000642344,0.04613828,0.191910295,0.068322862
O15226,ENSG00000186416,1.203484299,0.187596487,0.384976037,0.537346368,7.41E-05,0.248688333,0.060271086,0.121280023
A0A1B0GVI3,ENSG00000186395,-3.429514702,-0.465264692,-0.987195396,-0.366844746,0.015248359,0.64716664,0.164036677,0.338724235
Q8N118,ENSG00000186377,-1.966791231,-0.261859351,-1.152766232,-0.273483456,0.00110409,0.25200989,0.02361413,0.203360489
P36873,ENSG00000186298,-0.05494049,-0.234123543,-0.429378208,-0.06904168,0.467596707,0.046362691,0.015289423,0.463878853
Q5W0C6,ENSG00000186283,-0.718271904,-0.33577032,-0.146933174,0.000748852,0.000570666,0.024929671,0.170635261,0.925400337
Q9NUP1,ENSG00000186222,0.013729102,0.849815216,0.416176294,0.216284515,0.751966792,0.053787288,0.212381596,0.272119462
Q5VT66,ENSG00000186205,3.886393951,0.941480217,0.637692281,0.213044831,0.001560406,0.028472956,0.280882292,0.460091813
A0A1B0GV26,ENSG00000186197,1.671052988,-0.146016081,-0.249025338,-0.267941407,0.005181906,0.304118966,0.247251808,0.15371879
E9PHH9,ENSG00000186141,1.381409361,0.396402777,0.499627045,0.568088638,0.005482329,0.012099169,0.088156489,0.097584057
A0A7P0T808,ENSG00000186111,-1.056827583,-0.153898565,-0.185625857,-0.440275613,0.004187194,0.319144144,0.280745873,0.07833124
P13647,ENSG00000186081,-3.177510818,-1.310735486,-0.94737659,-0.601695217,0.008842118,0.067816864,0.135875051,0.163269317
Q96BJ3,ENSG00000186063,-1.157558311,0.265439602,0.183396515,-0.234614975,0.001128079,0.100635035,0.240303446,0.12563517
Q9P0J0,ENSG00000186010,0.732585034,0.316509528,0.135163036,-0.157426234,0.000173895,0.037243292,0.301984473,0.120084448
Q96II8,ENSG00000186001,-1.034781082,-0.036549702,0.042699099,-0.110976938,5.66E-05,0.297950837,0.440633679,0.161936372
Q14644,ENSG00000185989,-2.016245653,-0.141773273,0.186891512,-0.05239205,4.85E-06,0.174182941,0.007097146,0.554644741
Q9NVH6,ENSG00000185973,0.806838863,1.694353823,1.058624155,0.438101851,0.086618668,0.016275221,0.092292327,0.579780708
Q8TD16,ENSG00000185963,-0.240664584,-0.27115032,0.180416347,0.198719401,0.060718652,0.10200364,0.099529072,0.08266432
P11279,ENSG00000185896,-2.227959297,0.100798548,0.164905436,-0.506860065,0.005840932,0.961000813,0.779401949,0.13238349
C9JPQ6,ENSG00000185838,0.782447509,-0.631624364,-0.971727305,-0.068255276,0.026722195,0.120318877,0.066157345,0.890611829
P51572,ENSG00000185825,-0.553906179,-0.277455045,-0.156791926,-0.282753197,0.004998093,0.082108541,0.197859306,0.087039391
Q99447,ENSG00000185813,0.084447042,-0.086598218,-0.363069627,-0.298513167,0.216137806,0.378495277,0.010416686,0.022333831
A0A6Q8PGB9,ENSG00000185803,-0.87571158,-0.031530789,-0.395268294,-0.297004623,0.006800526,0.791826493,0.123326881,0.246264099
B3KTM8,ENSG00000185787,0.757769822,-0.302576191,0.263261741,0.293937854,0.011819793,0.534845521,0.327349515,0.248980533
A0A087WY31,ENSG00000185728,-0.22309171,-0.162303957,-0.099528339,-8.46E-05,0.06050017,0.326122069,0.548444922,0.760289547
Q9P2R3,ENSG00000185722,-0.239015783,0.171081734,-0.141019632,-0.235317601,0.021752455,0.038062048,0.06258774,0.02961473
Q9Y295,ENSG00000185721,0.588245169,0.128518921,0.20140289,0.141337103,0.00018306,0.114015796,0.05581486,0.095620381
P68036,ENSG00000185651,0.17856965,0.082969269,-0.016249908,-0.023469942,0.002243423,0.104175827,0.743713354,0.799588746
Q07352,ENSG00000185650,-2.347409577,0.014571547,0.522958367,-0.345110516,0.000103204,0.885544437,0.008184163,0.050215945
Q9UNM6,ENSG00000185627,-0.209301334,-0.118510444,0.01543456,0.08141964,0.002371599,0.045692731,0.920015818,0.229110687
A0A7P0TA35,ENSG00000185624,-1.945917804,0.094347617,0.200724089,0.000605852,0.000314505,0.515450143,0.125148936,0.746470106
Q9NQ50,ENSG00000185608,1.412064107,0.113721635,-0.076681216,0.190626171,7.50E-05,0.223094093,0.866648334,0.134211104
P08047,ENSG00000185591,0.580057365,-0.132949403,-0.218602585,0.315593589,0.001312993,0.857612638,0.739754138,0.05746936
Q8IVF2,ENSG00000185567,-2.761127348,0.369628179,0.479847048,-0.44724345,0.003710768,0.24281667,0.137975975,0.139806488
Q13449,ENSG00000185565,-2.91612282,-0.012640642,-0.619636508,-2.397919874,0.050381629,0.78811716,0.362425344,0.120424513
P24468,ENSG00000185551,1.533242222,-0.254893278,0.12339983,0.269848699,0.000175614,0.641439603,0.523680933,0.237173288
Q13976,ENSG00000185532,-2.757450368,-0.471499728,-0.103659721,-0.939002519,0.00460864,0.166081517,0.555504483,0.07440744
P46736,ENSG00000185515,-0.296507199,-0.170836683,-0.484486519,-0.447599411,0.129300279,0.453379778,0.114966863,0.116224193
P04259,ENSG00000185479,-3.222853689,-1.474409798,-1.119541648,-0.838699533,0.008533853,0.069941021,0.100394423,0.12442299
Q7Z7N9,ENSG00000185475,-0.437958836,0.270293288,0.022867266,0.108099319,0.020881913,0.093966702,0.824140542,0.413022233
Q9H7B4,ENSG00000185420,-0.658544831,-0.023256137,0.176697621,0.000268318,0.00052132,0.599540463,0.092682623,0.796047267
A2RTX5,ENSG00000185418,0.792338768,0.200000848,0.426922417,-0.082873702,0.00139083,0.118256057,0.036787864,0.493613391
B8ZZV5,ENSG00000185414,1.2430625,-0.012718248,0.031107771,0.294529468,0.000517254,0.903557534,0.745040374,0.133642875
O14964,ENSG00000185359,-0.584146625,-0.235305351,-0.060938516,-0.298843212,0.000854537,0.041260333,0.348330294,0.035816747
Q9Y487,ENSG00000185344,0.257677311,0.351317456,0.396356372,0.103499006,0.053312959,0.012425044,0.01520122,0.221832648
Q6PK04,ENSG00000185298,1.035474875,-0.459338367,-0.177277534,0.282851665,0.000242356,0.062539421,0.426606317,0.096459481
K7EMI7,ENSG00000185262,-1.057036865,0.396717406,-0.177902677,0.004235026,0.001626385,0.061619027,0.272364215,0.894089625
H0Y7C3,ENSG00000185250,-0.279179576,-0.344802479,-0.53023803,0.076710489,0.251732414,0.25590495,0.084348764,0.617658486
O60678,ENSG00000185238,0.900593192,0.581406157,0.334216122,0.340431932,0.00059278,0.02038326,0.101004472,0.089593846
Q15907,ENSG00000185236,-0.689379529,0.018580868,-0.10721477,-0.253362518,0.002852655,0.900426313,0.290248335,0.093831095
Q03169,ENSG00000185215,-2.017440022,1.094069184,-0.176794176,-1.071872599,0.00126546,0.042931427,0.674183213,0.026814844
Q9NSY0,ENSG00000185189,-1.868327314,0.575412438,0.374295503,-0.186487932,0.004804617,0.073370037,0.240605037,0.35139786
A0A087WTD5,ENSG00000185164,-0.82544106,-0.183575789,-0.270642866,-0.148157865,0.000812437,0.276674189,0.077390597,0.437034326
Q8N8A6,ENSG00000185163,0.768332401,-0.018991089,-0.116608083,0.027460614,0.000257047,0.888343389,0.388025426,0.789377944
Q00577,ENSG00000185129,-0.146075634,-0.192758726,-0.001652924,-0.273288951,0.011465243,0.020458596,0.685799818,0.022344387
Q96MG7,ENSG00000185115,1.457764924,-0.126573404,0.039812864,0.464925686,5.75E-05,0.855914347,0.609142448,0.055277876
Q9UNN5,ENSG00000185104,0.596005933,-0.17864343,-0.178553425,-0.05712051,0.000222042,0.125654428,0.10676258,0.608654428
Q8N142,ENSG00000185100,0.593171686,-0.237005148,1.37573219,-0.094257409,5.74E-05,0.013543543,0.00293452,0.263270571
Q71UM5,ENSG00000185088,-0.552753841,0.072881632,-0.399580521,0.106538547,0.171896451,0.689622335,0.398538949,0.583080873
Q6P9B9,ENSG00000185085,0.352168207,0.020164674,0.191132414,0.207536207,0.008862223,0.669684715,0.141967983,0.116994234
O43155,ENSG00000185070,-1.672902172,-0.632598431,0.149300066,-0.735824547,0.001050069,0.056284789,0.499908866,0.053558643
A0A0C4DFX9,ENSG00000185049,1.227167878,-0.157023101,-0.137668231,0.322295436,0.003033177,0.767888874,0.812121957,0.22454704
Q92994,ENSG00000185024,1.42368753,-0.181214038,-0.004307325,0.294559447,7.90E-05,0.711983241,0.743442698,0.09770276
A2A2Q6,ENSG00000185019,0.176751364,-0.12963597,-0.03743964,-0.256511457,0.165750542,0.445993651,0.885550351,0.38489972
Q9Y2T2,ENSG00000185009,-0.53492316,0.018232861,0.017735435,-0.093075284,0.000188359,0.777328803,0.78399869,0.111036935
A0A0A0MR74,ENSG00000185000,-0.451451409,-0.324081903,-0.469275429,-0.182911932,0.004643444,0.046096535,0.02361413,0.132195691
